entry,path,row,col
86,training_data_singles/entry86.jpg,28.0,26.0
87,training_data_singles/entry87.jpg,48.0,35.0
88,training_data_singles/entry88.jpg,19.0,38.0
89,training_data_singles/entry89.jpg,39.0,23.0
90,training_data_singles/entry90.jpg,41.0,25.0
91,training_data_singles/entry91.jpg,18.0,28.0
92,training_data_singles/entry92.jpg,18.0,26.0
93,training_data_singles/entry93.jpg,41.0,34.0
94,training_data_singles/entry94.jpg,24.0,34.0
95,training_data_singles/entry95.jpg,23.0,35.0
96,training_data_singles/entry96.jpg,21.0,29.0
97,training_data_singles/entry97.jpg,19.0,32.0
98,training_data_singles/entry98.jpg,33.0,25.0
99,training_data_singles/entry99.jpg,49.0,37.0
100,training_data_singles/entry100.jpg,36.0,32.0
101,training_data_singles/entry101.jpg,30.0,47.0
102,training_data_singles/entry102.jpg,31.0,37.0
103,training_data_singles/entry103.jpg,21.0,24.0
104,training_data_singles/entry104.jpg,22.0,25.0
105,training_data_singles/entry105.jpg,25.0,0.0
106,training_data_singles/entry106.jpg,64.0,0.0
107,training_data_singles/entry107.jpg,38.0,32.0
108,training_data_singles/entry108.jpg,33.0,64.0
109,training_data_singles/entry109.jpg,30.0,64.0
110,training_data_singles/entry110.jpg,34.0,35.0
111,training_data_singles/entry111.jpg,24.0,29.0
112,training_data_singles/entry112.jpg,22.0,33.0
113,training_data_singles/entry113.jpg,25.0,27.0
114,training_data_singles/entry114.jpg,30.0,42.0
115,training_data_singles/entry115.jpg,30.0,40.0
116,training_data_singles/entry116.jpg,40.0,14.0
117,training_data_singles/entry117.jpg,36.0,30.0
118,training_data_singles/entry118.jpg,44.0,31.0
119,training_data_singles/entry119.jpg,39.0,36.0
120,training_data_singles/entry120.jpg,31.0,30.0
121,training_data_singles/entry121.jpg,33.0,34.0
122,training_data_singles/entry122.jpg,11.0,27.0
123,training_data_singles/entry123.jpg,40.0,34.0
124,training_data_singles/entry124.jpg,34.0,32.0
125,training_data_singles/entry125.jpg,22.0,30.0
126,training_data_singles/entry126.jpg,20.0,29.0
127,training_data_singles/entry127.jpg,32.0,55.0
128,training_data_singles/entry128.jpg,28.0,53.0
129,training_data_singles/entry129.jpg,30.0,37.0
130,training_data_singles/entry130.jpg,21.0,35.0
131,training_data_singles/entry131.jpg,39.0,30.0
132,training_data_singles/entry132.jpg,39.0,30.0
133,training_data_singles/entry133.jpg,30.0,34.0
134,training_data_singles/entry134.jpg,34.0,29.0
135,training_data_singles/entry135.jpg,36.0,29.0
136,training_data_singles/entry136.jpg,35.0,17.0
137,training_data_singles/entry137.jpg,33.0,18.0
138,training_data_singles/entry138.jpg,35.0,22.0
139,training_data_singles/entry139.jpg,38.0,30.0
140,training_data_singles/entry140.jpg,37.0,32.0
141,training_data_singles/entry141.jpg,41.0,42.0
142,training_data_singles/entry142.jpg,40.0,44.0
143,training_data_singles/entry143.jpg,27.0,45.0
144,training_data_singles/entry144.jpg,30.0,41.0
145,training_data_singles/entry145.jpg,30.0,43.0
146,training_data_singles/entry146.jpg,31.0,39.0
147,training_data_singles/entry147.jpg,29.0,42.0
148,training_data_singles/entry148.jpg,27.0,33.0
149,training_data_singles/entry149.jpg,34.0,0.0
150,training_data_singles/entry150.jpg,34.0,45.0
151,training_data_singles/entry151.jpg,32.0,39.0
152,training_data_singles/entry152.jpg,28.0,29.0
153,training_data_singles/entry153.jpg,28.0,39.0
154,training_data_singles/entry154.jpg,20.0,35.0
155,training_data_singles/entry155.jpg,22.0,33.0
156,training_data_singles/entry156.jpg,44.0,33.0
157,training_data_singles/entry157.jpg,36.0,31.0
158,training_data_singles/entry158.jpg,30.0,35.0
159,training_data_singles/entry159.jpg,20.0,34.0
160,training_data_singles/entry160.jpg,22.0,35.0
161,training_data_singles/entry161.jpg,43.0,33.0
162,training_data_singles/entry162.jpg,37.0,30.0
163,training_data_singles/entry163.jpg,22.0,40.0
164,training_data_singles/entry164.jpg,28.0,32.0
165,training_data_singles/entry165.jpg,30.0,18.0
166,training_data_singles/entry166.jpg,30.0,20.0
167,training_data_singles/entry167.jpg,28.0,18.0
168,training_data_singles/entry168.jpg,29.0,15.0
169,training_data_singles/entry169.jpg,30.0,20.0
170,training_data_singles/entry170.jpg,21.0,35.0
171,training_data_singles/entry171.jpg,19.0,32.0
172,training_data_singles/entry172.jpg,56.0,29.0
173,training_data_singles/entry173.jpg,27.0,32.0
174,training_data_singles/entry174.jpg,27.0,31.0
175,training_data_singles/entry175.jpg,10.0,37.0
176,training_data_singles/entry176.jpg,13.0,48.0
177,training_data_singles/entry177.jpg,29.0,36.0
178,training_data_singles/entry178.jpg,0.0,42.0
179,training_data_singles/entry179.jpg,64.0,18.0
180,training_data_singles/entry180.jpg,64.0,19.0
181,training_data_singles/entry181.jpg,26.0,29.0
182,training_data_singles/entry182.jpg,25.0,31.0
183,training_data_singles/entry183.jpg,35.0,29.0
184,training_data_singles/entry184.jpg,35.0,31.0
185,training_data_singles/entry185.jpg,35.0,31.0
186,training_data_singles/entry186.jpg,39.0,12.0
187,training_data_singles/entry187.jpg,45.0,14.0
188,training_data_singles/entry188.jpg,18.0,55.0
189,training_data_singles/entry189.jpg,20.0,62.0
190,training_data_singles/entry190.jpg,28.0,37.0
191,training_data_singles/entry191.jpg,26.0,35.0
192,training_data_singles/entry192.jpg,36.0,20.0
193,training_data_singles/entry193.jpg,43.0,7.0
194,training_data_singles/entry194.jpg,32.0,14.0
195,training_data_singles/entry195.jpg,40.0,30.0
196,training_data_singles/entry196.jpg,20.0,45.0
197,training_data_singles/entry197.jpg,18.0,44.0
198,training_data_singles/entry198.jpg,12.0,35.0
199,training_data_singles/entry199.jpg,40.0,30.0
200,training_data_singles/entry200.jpg,34.0,35.0
201,training_data_singles/entry201.jpg,32.0,19.0
202,training_data_singles/entry202.jpg,10.0,37.0
203,training_data_singles/entry203.jpg,43.0,30.0
204,training_data_singles/entry204.jpg,40.0,31.0
205,training_data_singles/entry205.jpg,21.0,35.0
206,training_data_singles/entry206.jpg,20.0,34.0
207,training_data_singles/entry207.jpg,38.0,18.0
208,training_data_singles/entry208.jpg,39.0,19.0
209,training_data_singles/entry209.jpg,38.0,33.0
961,training_data_singles/entry961.jpg,38.0,20.0
962,training_data_singles/entry962.jpg,29.0,22.0
963,training_data_singles/entry963.jpg,34.0,24.0
964,training_data_singles/entry964.jpg,13.0,11.0
965,training_data_singles/entry965.jpg,20.0,14.0
966,training_data_singles/entry966.jpg,39.0,35.0
967,training_data_singles/entry967.jpg,39.0,34.0
968,training_data_singles/entry968.jpg,20.0,27.0
969,training_data_singles/entry969.jpg,21.0,27.0
970,training_data_singles/entry970.jpg,29.0,51.0
971,training_data_singles/entry971.jpg,53.0,33.0
972,training_data_singles/entry972.jpg,45.0,52.0
973,training_data_singles/entry973.jpg,43.0,49.0
974,training_data_singles/entry974.jpg,36.0,37.0
975,training_data_singles/entry975.jpg,32.0,46.0
976,training_data_singles/entry976.jpg,29.0,35.0
977,training_data_singles/entry977.jpg,30.0,35.0
978,training_data_singles/entry978.jpg,31.0,12.0
979,training_data_singles/entry979.jpg,29.0,19.0
980,training_data_singles/entry980.jpg,44.0,9.0
981,training_data_singles/entry981.jpg,32.0,25.0
982,training_data_singles/entry982.jpg,21.0,64.0
983,training_data_singles/entry983.jpg,28.0,49.0
984,training_data_singles/entry984.jpg,40.0,64.0
985,training_data_singles/entry985.jpg,31.0,13.0
986,training_data_singles/entry986.jpg,32.0,13.0
987,training_data_singles/entry987.jpg,31.0,5.0
988,training_data_singles/entry988.jpg,39.0,57.0
989,training_data_singles/entry989.jpg,39.0,57.0
990,training_data_singles/entry990.jpg,29.0,40.0
991,training_data_singles/entry991.jpg,28.0,40.0
992,training_data_singles/entry992.jpg,35.0,18.0
993,training_data_singles/entry993.jpg,32.0,14.0
994,training_data_singles/entry994.jpg,31.0,28.0
995,training_data_singles/entry995.jpg,32.0,34.0
996,training_data_singles/entry996.jpg,39.0,64.0
997,training_data_singles/entry997.jpg,33.0,40.0
998,training_data_singles/entry998.jpg,30.0,17.0
999,training_data_singles/entry999.jpg,30.0,20.0
1000,training_data_singles/entry1000.jpg,32.0,28.0
1001,training_data_singles/entry1001.jpg,34.0,43.0
1002,training_data_singles/entry1002.jpg,35.0,51.0
1003,training_data_singles/entry1003.jpg,34.0,40.0
1004,training_data_singles/entry1004.jpg,32.0,23.0
1005,training_data_singles/entry1005.jpg,32.0,26.0
1006,training_data_singles/entry1006.jpg,29.0,0.0
1007,training_data_singles/entry1007.jpg,35.0,47.0
1008,training_data_singles/entry1008.jpg,38.0,46.0
1009,training_data_singles/entry1009.jpg,0.0,29.0
1010,training_data_singles/entry1010.jpg,34.0,48.0
1011,training_data_singles/entry1011.jpg,34.0,44.0
1012,training_data_singles/entry1012.jpg,22.0,14.0
1013,training_data_singles/entry1013.jpg,22.0,14.0
1014,training_data_singles/entry1014.jpg,18.0,31.0
1015,training_data_singles/entry1015.jpg,18.0,24.0
1016,training_data_singles/entry1016.jpg,32.0,22.0
1017,training_data_singles/entry1017.jpg,31.0,41.0
1018,training_data_singles/entry1018.jpg,33.0,41.0
1019,training_data_singles/entry1019.jpg,39.0,33.0
1020,training_data_singles/entry1020.jpg,38.0,33.0
1021,training_data_singles/entry1021.jpg,45.0,30.0
1022,training_data_singles/entry1022.jpg,23.0,8.0
1023,training_data_singles/entry1023.jpg,32.0,45.0
1024,training_data_singles/entry1024.jpg,38.0,46.0
1025,training_data_singles/entry1025.jpg,36.0,9.0
1026,training_data_singles/entry1026.jpg,34.0,22.0
1027,training_data_singles/entry1027.jpg,35.0,23.0
1028,training_data_singles/entry1028.jpg,33.0,21.0
1029,training_data_singles/entry1029.jpg,32.0,49.0
1030,training_data_singles/entry1030.jpg,45.0,40.0
1031,training_data_singles/entry1031.jpg,27.0,27.0
1032,training_data_singles/entry1032.jpg,41.0,41.0
1033,training_data_singles/entry1033.jpg,42.0,39.0
1034,training_data_singles/entry1034.jpg,40.0,52.0
1035,training_data_singles/entry1035.jpg,61.0,48.0
1036,training_data_singles/entry1036.jpg,36.0,35.0
1037,training_data_singles/entry1037.jpg,42.0,37.0
1038,training_data_singles/entry1038.jpg,14.0,2.0
1039,training_data_singles/entry1039.jpg,22.0,0.0
1040,training_data_singles/entry1040.jpg,28.0,39.0
1041,training_data_singles/entry1041.jpg,32.0,38.0
1042,training_data_singles/entry1042.jpg,30.0,14.0
1043,training_data_singles/entry1043.jpg,27.0,17.0
1044,training_data_singles/entry1044.jpg,12.0,35.0
1045,training_data_singles/entry1045.jpg,33.0,43.0
1046,training_data_singles/entry1046.jpg,32.0,48.0
1047,training_data_singles/entry1047.jpg,35.0,46.0
1048,training_data_singles/entry1048.jpg,27.0,21.0
1049,training_data_singles/entry1049.jpg,31.0,39.0
1050,training_data_singles/entry1050.jpg,33.0,37.0
1051,training_data_singles/entry1051.jpg,50.0,24.0
1052,training_data_singles/entry1052.jpg,60.0,18.0
1053,training_data_singles/entry1053.jpg,35.0,36.0
1054,training_data_singles/entry1054.jpg,40.0,17.0
1055,training_data_singles/entry1055.jpg,34.0,20.0
1056,training_data_singles/entry1056.jpg,3.0,64.0
1057,training_data_singles/entry1057.jpg,25.0,37.0
1058,training_data_singles/entry1058.jpg,30.0,26.0
1059,training_data_singles/entry1059.jpg,44.0,64.0
1060,training_data_singles/entry1060.jpg,34.0,20.0
1061,training_data_singles/entry1061.jpg,34.0,10.0
1062,training_data_singles/entry1062.jpg,31.0,16.0
1063,training_data_singles/entry1063.jpg,30.0,26.0
1064,training_data_singles/entry1064.jpg,9.0,29.0
1065,training_data_singles/entry1065.jpg,38.0,33.0
1066,training_data_singles/entry1066.jpg,35.0,20.0
1067,training_data_singles/entry1067.jpg,34.0,26.0
1068,training_data_singles/entry1068.jpg,35.0,31.0
1069,training_data_singles/entry1069.jpg,34.0,31.0
1070,training_data_singles/entry1070.jpg,26.0,46.0
1071,training_data_singles/entry1071.jpg,22.0,46.0
1072,training_data_singles/entry1072.jpg,39.0,31.0
1073,training_data_singles/entry1073.jpg,37.0,31.0
1074,training_data_singles/entry1074.jpg,43.0,23.0
1075,training_data_singles/entry1075.jpg,43.0,18.0
1076,training_data_singles/entry1076.jpg,24.0,41.0
1077,training_data_singles/entry1077.jpg,29.0,41.0
1078,training_data_singles/entry1078.jpg,32.0,35.0
1079,training_data_singles/entry1079.jpg,40.0,11.0
1080,training_data_singles/entry1080.jpg,34.0,25.0
1081,training_data_singles/entry1081.jpg,32.0,39.0
1082,training_data_singles/entry1082.jpg,31.0,43.0
1083,training_data_singles/entry1083.jpg,40.0,21.0
1084,training_data_singles/entry1084.jpg,51.0,33.0
1085,training_data_singles/entry1085.jpg,34.0,43.0
1086,training_data_singles/entry1086.jpg,19.0,12.0
1087,training_data_singles/entry1087.jpg,37.0,21.0
1088,training_data_singles/entry1088.jpg,37.0,64.0
1089,training_data_singles/entry1089.jpg,34.0,45.0
1090,training_data_singles/entry1090.jpg,44.0,41.0
1091,training_data_singles/entry1091.jpg,42.0,41.0
1092,training_data_singles/entry1092.jpg,36.0,45.0
1093,training_data_singles/entry1093.jpg,39.0,44.0
1094,training_data_singles/entry1094.jpg,32.0,41.0
1095,training_data_singles/entry1095.jpg,36.0,42.0
1096,training_data_singles/entry1096.jpg,32.0,11.0
1097,training_data_singles/entry1097.jpg,28.0,13.0
1098,training_data_singles/entry1098.jpg,32.0,29.0
1099,training_data_singles/entry1099.jpg,31.0,29.0
1100,training_data_singles/entry1100.jpg,33.0,0.0
1101,training_data_singles/entry1101.jpg,36.0,47.0
1102,training_data_singles/entry1102.jpg,25.0,21.0
1103,training_data_singles/entry1103.jpg,29.0,19.0
1104,training_data_singles/entry1104.jpg,31.0,30.0
1105,training_data_singles/entry1105.jpg,19.0,64.0
1106,training_data_singles/entry1106.jpg,14.0,51.0
1107,training_data_singles/entry1107.jpg,28.0,29.0
1108,training_data_singles/entry1108.jpg,31.0,13.0
1109,training_data_singles/entry1109.jpg,33.0,35.0
1110,training_data_singles/entry1110.jpg,38.0,41.0
1111,training_data_singles/entry1111.jpg,42.0,41.0
1112,training_data_singles/entry1112.jpg,30.0,32.0
1113,training_data_singles/entry1113.jpg,22.0,26.0
1114,training_data_singles/entry1114.jpg,36.0,24.0
1115,training_data_singles/entry1115.jpg,34.0,38.0
1116,training_data_singles/entry1116.jpg,29.0,23.0
1117,training_data_singles/entry1117.jpg,32.0,27.0
1118,training_data_singles/entry1118.jpg,31.0,17.0
1119,training_data_singles/entry1119.jpg,32.0,21.0
1120,training_data_singles/entry1120.jpg,30.0,57.0
1121,training_data_singles/entry1121.jpg,31.0,63.0
1122,training_data_singles/entry1122.jpg,34.0,39.0
1123,training_data_singles/entry1123.jpg,37.0,35.0
1124,training_data_singles/entry1124.jpg,22.0,22.0
1125,training_data_singles/entry1125.jpg,33.0,26.0
1126,training_data_singles/entry1126.jpg,31.0,44.0
1127,training_data_singles/entry1127.jpg,18.0,6.0
1128,training_data_singles/entry1128.jpg,23.0,30.0
1129,training_data_singles/entry1129.jpg,42.0,36.0
1130,training_data_singles/entry1130.jpg,45.0,37.0
1131,training_data_singles/entry1131.jpg,19.0,29.0
1132,training_data_singles/entry1132.jpg,46.0,35.0
1133,training_data_singles/entry1133.jpg,30.0,38.0
1134,training_data_singles/entry1134.jpg,25.0,28.0
1135,training_data_singles/entry1135.jpg,34.0,39.0
1136,training_data_singles/entry1136.jpg,34.0,38.0
1137,training_data_singles/entry1137.jpg,32.0,21.0
1138,training_data_singles/entry1138.jpg,33.0,28.0
1139,training_data_singles/entry1139.jpg,35.0,39.0
1140,training_data_singles/entry1140.jpg,24.0,16.0
1141,training_data_singles/entry1141.jpg,32.0,39.0
1142,training_data_singles/entry1142.jpg,33.0,36.0
1143,training_data_singles/entry1143.jpg,31.0,24.0
1144,training_data_singles/entry1144.jpg,32.0,30.0
1145,training_data_singles/entry1145.jpg,13.0,64.0
1146,training_data_singles/entry1146.jpg,28.0,39.0
1147,training_data_singles/entry1147.jpg,37.0,50.0
1148,training_data_singles/entry1148.jpg,34.0,50.0
1149,training_data_singles/entry1149.jpg,34.0,24.0
1150,training_data_singles/entry1150.jpg,32.0,7.0
1151,training_data_singles/entry1151.jpg,30.0,15.0
1152,training_data_singles/entry1152.jpg,34.0,0.0
1153,training_data_singles/entry1153.jpg,34.0,18.0
1154,training_data_singles/entry1154.jpg,25.0,19.0
1155,training_data_singles/entry1155.jpg,24.0,20.0
1156,training_data_singles/entry1156.jpg,32.0,38.0
1157,training_data_singles/entry1157.jpg,32.0,39.0
1158,training_data_singles/entry1158.jpg,46.0,64.0
1159,training_data_singles/entry1159.jpg,20.0,64.0
1160,training_data_singles/entry1160.jpg,29.0,59.0
1161,training_data_singles/entry1161.jpg,39.0,33.0
1162,training_data_singles/entry1162.jpg,30.0,30.0
1163,training_data_singles/entry1163.jpg,40.0,47.0
1164,training_data_singles/entry1164.jpg,40.0,47.0
1165,training_data_singles/entry1165.jpg,9.0,0.0
1166,training_data_singles/entry1166.jpg,39.0,54.0
1167,training_data_singles/entry1167.jpg,32.0,22.0
1168,training_data_singles/entry1168.jpg,32.0,27.0
1169,training_data_singles/entry1169.jpg,30.0,49.0
1170,training_data_singles/entry1170.jpg,31.0,49.0
1171,training_data_singles/entry1171.jpg,36.0,31.0
1172,training_data_singles/entry1172.jpg,35.0,40.0
1173,training_data_singles/entry1173.jpg,38.0,42.0
1174,training_data_singles/entry1174.jpg,27.0,27.0
1175,training_data_singles/entry1175.jpg,19.0,12.0
1176,training_data_singles/entry1176.jpg,20.0,12.0
1177,training_data_singles/entry1177.jpg,32.0,26.0
1178,training_data_singles/entry1178.jpg,30.0,33.0
1179,training_data_singles/entry1179.jpg,40.0,29.0
1180,training_data_singles/entry1180.jpg,27.0,15.0
1181,training_data_singles/entry1181.jpg,38.0,34.0
1182,training_data_singles/entry1182.jpg,29.0,31.0
1183,training_data_singles/entry1183.jpg,29.0,31.0
1184,training_data_singles/entry1184.jpg,35.0,0.0
1185,training_data_singles/entry1185.jpg,23.0,0.0
1186,training_data_singles/entry1186.jpg,37.0,13.0
1187,training_data_singles/entry1187.jpg,30.0,23.0
1188,training_data_singles/entry1188.jpg,30.0,24.0
1189,training_data_singles/entry1189.jpg,33.0,45.0
1190,training_data_singles/entry1190.jpg,34.0,44.0
1191,training_data_singles/entry1191.jpg,33.0,39.0
1192,training_data_singles/entry1192.jpg,36.0,40.0
1193,training_data_singles/entry1193.jpg,42.0,45.0
1194,training_data_singles/entry1194.jpg,30.0,19.0
1195,training_data_singles/entry1195.jpg,31.0,22.0
1196,training_data_singles/entry1196.jpg,35.0,39.0
1197,training_data_singles/entry1197.jpg,35.0,0.0
1198,training_data_singles/entry1198.jpg,24.0,38.0
1199,training_data_singles/entry1199.jpg,24.0,39.0
1200,training_data_singles/entry1200.jpg,33.0,26.0
1201,training_data_singles/entry1201.jpg,33.0,29.0
1202,training_data_singles/entry1202.jpg,38.0,29.0
1203,training_data_singles/entry1203.jpg,39.0,25.0
1204,training_data_singles/entry1204.jpg,31.0,29.0
1205,training_data_singles/entry1205.jpg,32.0,34.0
1206,training_data_singles/entry1206.jpg,32.0,35.0
1207,training_data_singles/entry1207.jpg,32.0,35.0
1208,training_data_singles/entry1208.jpg,30.0,20.0
1209,training_data_singles/entry1209.jpg,30.0,19.0
1210,training_data_singles/entry1210.jpg,33.0,26.0
1211,training_data_singles/entry1211.jpg,33.0,26.0
1212,training_data_singles/entry1212.jpg,34.0,34.0
1213,training_data_singles/entry1213.jpg,34.0,51.0
1214,training_data_singles/entry1214.jpg,32.0,37.0
1215,training_data_singles/entry1215.jpg,32.0,20.0
1216,training_data_singles/entry1216.jpg,34.0,21.0
1217,training_data_singles/entry1217.jpg,30.0,9.0
1218,training_data_singles/entry1218.jpg,35.0,20.0
1219,training_data_singles/entry1219.jpg,32.0,55.0
1220,training_data_singles/entry1220.jpg,32.0,54.0
1221,training_data_singles/entry1221.jpg,30.0,36.0
1222,training_data_singles/entry1222.jpg,30.0,35.0
1223,training_data_singles/entry1223.jpg,29.0,57.0
1224,training_data_singles/entry1224.jpg,30.0,57.0
1225,training_data_singles/entry1225.jpg,28.0,42.0
1226,training_data_singles/entry1226.jpg,32.0,47.0
1227,training_data_singles/entry1227.jpg,36.0,25.0
1228,training_data_singles/entry1228.jpg,19.0,33.0
1229,training_data_singles/entry1229.jpg,37.0,33.0
1230,training_data_singles/entry1230.jpg,28.0,32.0
1231,training_data_singles/entry1231.jpg,32.0,32.0
1232,training_data_singles/entry1232.jpg,40.0,37.0
1233,training_data_singles/entry1233.jpg,29.0,30.0
1234,training_data_singles/entry1234.jpg,7.0,0.0
1235,training_data_singles/entry1235.jpg,30.0,27.0
1236,training_data_singles/entry1236.jpg,45.0,48.0
1237,training_data_singles/entry1237.jpg,22.0,30.0
1238,training_data_singles/entry1238.jpg,39.0,53.0
1239,training_data_singles/entry1239.jpg,39.0,53.0
1240,training_data_singles/entry1240.jpg,34.0,21.0
1241,training_data_singles/entry1241.jpg,33.0,24.0
1242,training_data_singles/entry1242.jpg,32.0,48.0
1243,training_data_singles/entry1243.jpg,36.0,50.0
1244,training_data_singles/entry1244.jpg,18.0,20.0
1245,training_data_singles/entry1245.jpg,30.0,23.0
1246,training_data_singles/entry1246.jpg,31.0,24.0
1247,training_data_singles/entry1247.jpg,26.0,28.0
1248,training_data_singles/entry1248.jpg,26.0,28.0
1249,training_data_singles/entry1249.jpg,37.0,33.0
1250,training_data_singles/entry1250.jpg,37.0,33.0
1251,training_data_singles/entry1251.jpg,38.0,11.0
1252,training_data_singles/entry1252.jpg,34.0,23.0
1253,training_data_singles/entry1253.jpg,21.0,41.0
1254,training_data_singles/entry1254.jpg,11.0,57.0
1255,training_data_singles/entry1255.jpg,48.0,40.0
1256,training_data_singles/entry1256.jpg,48.0,39.0
1257,training_data_singles/entry1257.jpg,30.0,28.0
1258,training_data_singles/entry1258.jpg,29.0,29.0
1259,training_data_singles/entry1259.jpg,20.0,64.0
1260,training_data_singles/entry1260.jpg,34.0,9.0
1261,training_data_singles/entry1261.jpg,33.0,24.0
1262,training_data_singles/entry1262.jpg,31.0,28.0
1263,training_data_singles/entry1263.jpg,31.0,27.0
1264,training_data_singles/entry1264.jpg,36.0,37.0
1265,training_data_singles/entry1265.jpg,37.0,37.0
1266,training_data_singles/entry1266.jpg,34.0,36.0
1267,training_data_singles/entry1267.jpg,39.0,23.0
1268,training_data_singles/entry1268.jpg,38.0,21.0
1269,training_data_singles/entry1269.jpg,35.0,29.0
1270,training_data_singles/entry1270.jpg,34.0,29.0
1271,training_data_singles/entry1271.jpg,58.0,39.0
1272,training_data_singles/entry1272.jpg,40.0,40.0
1273,training_data_singles/entry1273.jpg,43.0,42.0
1274,training_data_singles/entry1274.jpg,33.0,37.0
1275,training_data_singles/entry1275.jpg,37.0,48.0
1276,training_data_singles/entry1276.jpg,34.0,50.0
1277,training_data_singles/entry1277.jpg,34.0,38.0
1278,training_data_singles/entry1278.jpg,0.0,19.0
1279,training_data_singles/entry1279.jpg,34.0,32.0
1280,training_data_singles/entry1280.jpg,17.0,29.0
1281,training_data_singles/entry1281.jpg,35.0,21.0
1282,training_data_singles/entry1282.jpg,35.0,26.0
1283,training_data_singles/entry1283.jpg,24.0,28.0
1284,training_data_singles/entry1284.jpg,25.0,30.0
1285,training_data_singles/entry1285.jpg,36.0,39.0
1286,training_data_singles/entry1286.jpg,29.0,23.0
